Runtime,Version,Bug type,Bug title,Bug URL,Submission Date,Resolved Date,Status,Labels,Confirmed
Deno,2.7.14,Cross runtime,Deno throws TypeError on process exit when calling process._getActiveHandles() in 'exit' event,https://github.com/denoland/deno/issues/34187,17-05-2026,17-05-2026,Closed as completed,,✓
Deno,2.7.14,Cross runtime,Object.freeze(process) causes Deno to throw during shutdown (Cannot assign to read only property '_exiting') while Node exits cleanly,https://github.com/denoland/deno/issues/34197,17-05-2026,,Open,,
Bun,1.3.14,Cross runtime,switch-case const causes incorrect TDZ behavior / lexical scope leakage,https://github.com/oven-sh/bun/issues/30932,17-05-2026,,Open,bug,✓
Bun,1.3.14,Cross runtime,process.beforeExit event is not emitted during normal shutdown,https://github.com/oven-sh/bun/issues/30934,17-05-2026,,Open,bug,✓
Bun,1.3.14,Cross runtime,async_hooks + process._fatalException: loss of function name and async context in TAP subtest errors,https://github.com/oven-sh/bun/issues/30938,17-05-2026,,Open,bug,✓
Bun,1.3.14,Cross runtime,stream/web TransformStream + Node Transform.fromWeb causes internal webstreams_adapters crash (this is not an object),https://github.com/oven-sh/bun/issues/30939,17-05-2026,,Open,bug,✓
Deno,2.7.14,Cross runtime,tls.connect: rejectUnauthorized=false does not allow self-signed TLS handshake to complete (ECONNRESET) ,https://github.com/denoland/deno/issues/34202,17-05-2026,26-05-2026,Closed as completed,,
Bun,1.3.14,Cross runtime,http2 pushStream throws synchronously instead of returning error in callback,https://github.com/oven-sh/bun/issues/30942,17-05-2026,21-05-2026,Closed as duplicate,bug,✓
Deno,2.8.1,Cross runtime ,fetch() does not enforce Fetch Standard blocked-port list (e.g. port 6000) in Deno,https://github.com/denoland/deno/issues/34680,01-06-2026,01-06-2026,Closed as completed,,✓
Bun,1.4.0,Regression,child_process.exec(): destroying child.stdout does not cause stdout write failure like Node.js,https://github.com/oven-sh/bun/issues/31719,02-06-2026,02-06-2026,Closed as not planned,,
Deno,2.8.1,Cross runtime ,@sap/hana-client native addon fails to load: undefined symbol uv_cond_init,https://github.com/denoland/deno/issues/34736,02-06-2026,,Open,node compat,✓
Deno,2.8.1,Cross runtime ,Node native addon fails to load in Deno with unresolved symbol error (node_module_register),https://github.com/denoland/deno/issues/34753,02-06-2026,,Open,node compat,✓
Deno,2.8.1,Cross runtime ,Deno fetch does not respect HTTP_PROXY / HTTPS_PROXY environment variables (Node compatibility mismatch),https://github.com/denoland/deno/issues/34754,02-06-2026,,Open,,
Bun,1.4.0,Regression,JSZip + Node stream adapter performs significantly slower in Bun than Node under identical workload,https://github.com/oven-sh/bun/issues/31763,03-06-2026,06-06-2026,Closed as duplicate,bug,✓
Deno,2.8.1,Cross runtime ,Node compatibility divergence: dns.lookup('localhost') and net.Server.listen() resolve IPv4 vs IPv6 differently in Deno vs Node,https://github.com/denoland/deno/issues/34781,03-06-2026,,Open,node compat,✓
Deno,2.8.1,Cross runtime ,Inconsistent or misleading documentation around maxHeaderSize CLI configurability (--max-http-header-size) in Deno Node compatibility,https://github.com/denoland/deno/issues/34786,03-06-2026,,Open,node compat,✓
Bun,1.4.0,Regression,Differences in child_process.spawnSync return shape and error normalization between Node.js and Bun,https://github.com/oven-sh/bun/issues/31767,03-06-2026,,Open,bug,✓
Deno,2.8.1,Cross runtime ,"node.lookup(undefined, cb) throws in Deno instead of following Node.js compatibility behavior",https://github.com/denoland/deno/issues/34801,03-06-2026,05-06-2026,Closed as completed,,✓
Bun,1.4.0,Regression,Bun throws error on importing runMain from node:module,https://github.com/oven-sh/bun/issues/31773,03-06-2026,,Open,bug,✓
Deno,2.8.1,Cross runtime ,Deno throws error on importing runMain from node:module,https://github.com/denoland/deno/issues/34812,03-06-2026,10-06-2026,Closed as completed,node compat,✓
Deno,2.8.1,Cross runtime ,PM2 CLI crashes under Deno with TypeError: this.set is not a function,https://github.com/denoland/deno/issues/34816,03-06-2026,04-06-2026,Closed as duplicate,,✓
Bun,1.4.0,Regression,"console.log('%i', array) produces NaN instead of Node-compatible output",https://github.com/oven-sh/bun/issues/31777,03-06-2026,,Open,bug,✓
Deno,2.8.1,Cross runtime ,Deno node:test does not fail tests on unhandled promise rejections,https://github.com/denoland/deno/issues/34818,03-06-2026,18-06-2026,Closed as completed,node compat,✓
Bun,1.4.0,Regression,Bun ignores tunnel.httpsOverHttp() and does not emit HTTP CONNECT proxy requests (Node mismatch),https://github.com/oven-sh/bun/issues/31795,04-06-2026,07-06-2026,Closed as duplicate,bug,✓
Bun,1.4.0,Regression,Bun’s setImmediate() return value does not expose Node’s Immediate._onImmediate internal field,https://github.com/oven-sh/bun/issues/31801,04-06-2026,07-06-2026,Closed as duplicate,bug,✓
Deno,2.8.1,Cross runtime ,BroadcastChannel fails to deserialize SharedArrayBuffer in worker context (RangeError: could not deserialize value),https://github.com/denoland/deno/issues/34836,04-06-2026,06-06-2026,Closed as completed,,✓
Bun,1.4.0,Regression,crypto module property access throws ERR_INVALID_THIS when enumerated (breaks Bluebird promisifyAll),https://github.com/oven-sh/bun/issues/31806,04-06-2026,,Open,bug,✓
Deno,2.8.1,Cross runtime ,"node:dgram UDP6 addMembership() rejects scoped IPv6 interface (""::%12"") with EINVAL while Node.js accepts it",https://github.com/denoland/deno/issues/34838,04-06-2026,05-06-2026,Closed as completed,,✓
Deno,2.8.1,Cross runtime ,node:fs opendir async iterator allows use-after-close without throwing ERR_DIR_CLOSED,https://github.com/denoland/deno/issues/34900,05-06-2026,07-06-2026,Closed as completed,node compat,✓
Bun,1.4.0,Regression,node:fs opendir async iterator allows use-after-close without throwing ERR_DIR_CLOSED,https://github.com/oven-sh/bun/issues/31879,05-06-2026,,Open,bug,✓
Deno,2.8.2,Cross runtime ,node:url format() drops authentication credentials when passed a WHATWG URL object,https://github.com/denoland/deno/issues/34925,05-06-2026,06-06-2026,Closed as completed,node compat,✓
Bun,1.4.0,Regression,Node.js dns.lookup compatibility mismatch: Bun returns DNSException (ESERVFAIL) instead of Node-style Error (EAI_AGAIN),https://github.com/oven-sh/bun/issues/31888,05-06-2026,,Open,bug,
Deno,2.8.2,Cross runtime ,string_decoder produces different UTF-8 output than Node.js for identical Buffer input,https://github.com/denoland/deno/issues/34930,05-06-2026,06-06-2026,Closed as completed,node compat,✓
Bun,1.4.0,Cross runtime ,Bun panics with cannot resolve DirInfo for non-absolute path: C:/ during import.meta.resolve(),https://github.com/oven-sh/bun/issues/32016,09-06-2026,,Open,crash,✓
Deno,2.8.3,Regression,node:dns Resolver.setServers(['127.0.0.1']) returns ETIMEOUT instead of ECONNREFUSED,https://github.com/denoland/deno/issues/35173,12-06-2026,,Open,"node compat, bug",✓
Bun,1.4.0,Cross runtime ,node:dns Resolver.setServers(['127.0.0.1']) returns ETIMEOUT instead of ECONNREFUSED,https://github.com/oven-sh/bun/issues/32164,12-06-2026,,Open,bug,✓
Bun,1.4.0,Cross runtime ,Bun http.request() emits ECONNRESET after successful HTTP 101 Upgrade response,https://github.com/oven-sh/bun/issues/32222,13-06-2026,,Open,bug,✓
Bun,1.4.0,Cross runtime ,Node compatibility: console.table() renders ANSI escape sequences instead of escaping them,https://github.com/oven-sh/bun/issues/32223,13-06-2026,,Open,bug,✓
Bun,1.4.0,Cross runtime ,child_process.spawn resolves binaries differently than Node (PATH prioritization differs for node_modules/.bin),https://github.com/oven-sh/bun/issues/32225,13-06-2026,13-06-2026,Closed as not planned,,
Bun,1.4.0,Cross runtime ,CJS interop: function exports with attached properties are not preserved in import (graphql-tag mismatch vs Node.js),https://github.com/oven-sh/bun/issues/32226,13-06-2026,,Open,bug,✓
Bun,1.4.0,Cross runtime ,process lifecycle events (beforeExit/exit) are not emitted via process.emit as in Node.js,https://github.com/oven-sh/bun/issues/32227,13-06-2026,,Open,bug,✓
Bun,1.4.0,Cross runtime ,async_hooks compatibility: executionAsyncId not preserved across fs callback execution,https://github.com/oven-sh/bun/issues/32230,13-06-2026,,Open,bug,✓
Bun,1.4.0,Cross runtime ,Readable.pipe(net.Socket) closes connection before peer response is delivered,https://github.com/oven-sh/bun/issues/32231,13-06-2026,,Open,bug,✓
Bun,1.4.0,Cross runtime ,node:worker_threads MessagePort loses EventEmitter methods after transfer,https://github.com/oven-sh/bun/issues/32232,13-06-2026,,Open,bug,✓
Bun,1.4.0,Cross runtime ,"tls.connect({ socket }) fails to intercept stream, causing subsequent data to re-trigger cleartext listeners and throw ""Invalid socket""",https://github.com/oven-sh/bun/issues/32239,13-06-2026,,Open,bug,✓
Bun,1.4.0,Cross runtime ,import.meta properties are accessible but not discoverable via Object.getOwnPropertyNames() / Reflect.ownKeys(),https://github.com/oven-sh/bun/issues/32246,14-06-2026,,Open,bug,✓
Bun,1.4.0,Cross runtime ,Bun accepts decorator syntax in plain .js files that Node and Deno reject,https://github.com/oven-sh/bun/issues/32299,15-06-2026,15-06-2026,Closed as not planned,,
Deno,2.8.3,Regression," Node compatibility: new Response([1, 2, 3]).text() throws, while Node.js returns ""1,2,3""",https://github.com/denoland/deno/issues/35230,15-06-2026,,Open,web,✓
Deno,2.8.3,Regression,fetch().arrayBuffer() fails with TypeError: error reading a body from connection for successful 200 OK response,https://github.com/denoland/deno/issues/35233,15-06-2026,,Open,"web, needs discussion",
Bun,1.4.0,Cross runtime ,"Worker data: URL errors do not populate ErrorEvent fields (filename, lineno, colno) in Bun",https://github.com/oven-sh/bun/issues/32342,15-06-2026,19-06-2026,Closed as duplicate,bug,✓
Bun,1.4.0,Cross runtime ,Bun prints multi-level Error.cause chain as separate errors instead of preserving Node-style nested stack trace,https://github.com/oven-sh/bun/issues/32343,15-06-2026,,Open,bug,✓
Bun,1.4.0,Cross runtime ,Bun normalizes Node.js http.request ECONNREFUSED errors and loses original Error instance structure,https://github.com/oven-sh/bun/issues/32344,15-06-2026,,Open,bug,✓
Bun,1.4.0,Cross runtime ,Uncaught exception reporting ignores custom Error.stack value,https://github.com/oven-sh/bun/issues/32390,16-06-2026,,Open,bug,✓
Deno,2.8.3,Regression,Uncaught exception reporting ignores custom Error.stack value,https://github.com/denoland/deno/issues/35264,16-06-2026,16-06-2026,Closed as duplicate,,✓
Bun,1.4.0,Cross runtime ,node:worker_threads: postMessage() throws DataCloneError when transferring ReadableStream,https://github.com/oven-sh/bun/issues/32397,16-06-2026,,Open,bug,✓
Bun,1.4.0,Cross runtime ,URL import from cdn.pika.dev loses named exports (isNumber is undefined),https://github.com/oven-sh/bun/issues/32398,16-06-2026,,Open,bug,✓
Bun,1.4.0,Cross runtime ,Default import from Skypack xregexp@5.0.2 is missing XR.tag,https://github.com/oven-sh/bun/issues/32399,16-06-2026,,Open,bug,✓
Bun,1.4.0,Cross runtime ,ReadableStream BYOB read() does not detach supplied ArrayBuffer,https://github.com/oven-sh/bun/issues/32402,16-06-2026,,Open,bug,✓
Bun,1.4.0,Cross runtime ,"crypto.generateKeyPair('ec', { namedCurve: 'secp256k1' }) returns ERR_OSSL_UNKNOWN_GROUP",https://github.com/oven-sh/bun/issues/32524,20-06-2026,,Open,,
Bun,1.4.0,Cross runtime ,node:net Server.listen fails with address family 10 when used via portfinder,https://github.com/oven-sh/bun/issues/32408,16-06-2026,,Open,bug,✓
Bun,1.4.0,Cross runtime ,process.chdir throws ENOENT getcwd after current working directory is deleted,https://github.com/oven-sh/bun/issues/32409,16-06-2026,,Open,bug,✓
